query_event_id,statement_embedding_backend,neighbor_rank,neighbor_event_id,hard_filter_z_threshold_used,hard_filter_pool_size,shock_cosine,evidence_cosine,embedding_cosine,neighbor_date,neighbor_SPY_ret,neighbor_GLD_ret,neighbor_QQQ_ret,neighbor_UUP_ret
FOMC_0026,api,2,FOMC_0009,1.5,42,0.5001181893409724,0.1845397254247679,0.9712610763889954,2025-09-17,-0.0012,-0.0077151716641871,-0.002,0.0033
FOMC_0026,api,3,FOMC_0005,1.5,42,0.5962847939999439,0.14662360774187172,0.969731626961017,2025-12-10,0.0066,0.004259147967166,0.0041,-0.0053
FOMC_0027,api,1,FOMC_0026,1.5,34,0.5061710682435311,0.2195887611297336,0.9626702276123149,2024-09-18,-0.003,-0.0077104654052888,-0.0043,0.0011
FOMC_0027,api,2,FOMC_0013,1.5,34,0.48507125007266594,0.29013502050268347,0.9485079925261154,2025-06-18,-0.0002,-0.0053856275650212,-0.0002,0.0018
FOMC_0027,api,3,FOMC_0007,1.5,34,0.269069117598525,0.23844016863915876,0.9389019832386171,2025-10-29,0.0005,-0.0037872684129753,0.0045,0.0057
FOMC_0029,api,1,FOMC_0027,1.5,29,0.34299717028501764,0.10074691854740071,0.9888999479953684,2024-07-31,0.0163,0.0181,0.0296,-0.0055
FOMC_0029,api,2,FOMC_0026,1.5,29,0.9486832980505137,0.11503302861152613,0.9599185132317595,2024-09-18,-0.003,-0.0077104654052888,-0.0043,0.0011
FOMC_0029,api,3,FOMC_0045,1.5,29,0.7071067811865475,0.12075578623657557,0.9369530898703179,2023-06-14,0.0012,0.0006,0.0073,-0.0049
FOMC_0031,api,1,FOMC_0018,1.5,31,0.4036036763977875,0.1461413291647431,0.959923703593246,2025-03-19,0.0109,0.0041077079996585,0.0134,0.0025
FOMC_0031,api,2,FOMC_0033,1.5,31,0.0,0.23357216918470786,0.9493757151170816,2024-03-20,0.0092,0.0119,0.0119,-0.0046
FOMC_0031,api,3,FOMC_0036,1.5,31,0.5170876899950191,0.24707937755466275,0.9484772029144053,2024-01-31,-0.0163,-0.0007,-0.0196,0.0025
FOMC_0033,api,1,FOMC_0036,1.5,32,0.0,0.5168002741365996,0.998795687746713,2024-01-31,-0.0163,-0.0007,-0.0196,0.0025
FOMC_0033,api,2,FOMC_0031,1.5,32,0.0,0.23357216918470786,0.9493757151170816,2024-05-01,-0.0032,0.0091,-0.0072,-0.001
FOMC_0033,api,3,FOMC_0045,1.5,32,0.0,0.14633962404088383,0.9422655721729731,2023-06-14,0.0012,0.0006,0.0073,-0.0049
FOMC_0036,api,1,FOMC_0033,1.5,34,0.0,0.5168002741365996,0.998795687746713,2024-03-20,0.0092,0.0119,0.0119,-0.0046
FOMC_0036,api,2,FOMC_0027,1.5,34,-0.3102526139970115,0.4899168971886822,0.9806040768648697,2024-07-31,0.0163,0.0181,0.0296,-0.0055
FOMC_0036,api,3,FOMC_0024,1.5,34,0.46537892099551725,0.2092799198522796,0.9557709077463575,2024-11-07,0.0077,0.0160765038555301,0.0157,-0.0081
FOMC_0037,api,1,FOMC_0045,1.5,30,0.5773502691896258,0.34521446005402473,0.9791206603417602,2023-06-14,0.0012,0.0006,0.0073,-0.0049
FOMC_0037,api,2,FOMC_0047,1.5,30,0.8006407690254358,0.3493726811255185,0.9590845984626477,2023-05-03,-0.0069,0.0085,-0.0065,-0.0054
FOMC_0037,api,3,FOMC_0050,1.5,30,0.5499719409228704,0.25775696242668433,0.9367194620599528,2023-03-22,-0.017,0.017,-0.0136,-0.0075
FOMC_0039,api,1,FOMC_0042,1.5,30,0.2357022603955159,0.3430659120385274,0.9792037395313404,2023-09-20,-0.0092,0.0007,-0.0144,0.0017
FOMC_0039,api,2,FOMC_0045,1.5,30,0.0,0.3644078093618365,0.9744490389876054,2023-06-14,0.0012,0.0006,0.0073,-0.0049
FOMC_0039,api,3,FOMC_0043,1.5,30,0.36514837167011077,0.40792950483420054,0.9578785707775113,2023-07-26,0.0002,0.0049,-0.0033,-0.0029
FOMC_0042,api,1,FOMC_0045,1.5,30,0.5773502691896258,0.3901477721385667,0.9956193214290543,2023-06-14,0.0012,0.0006,0.0073,-0.0049
FOMC_0042,api,2,FOMC_0037,1.5,30,2.9461301385306534e-18,0.21633521400237904,0.9847706999897634,2023-12-13,0.0138,0.0226,0.0127,-0.0085
FOMC_0042,api,3,FOMC_0039,1.5,30,0.2357022603955159,0.3430659120385274,0.9792037395313404,2023-11-01,0.0107,-0.0032,0.0174,0.0003
FOMC_0043,api,1,FOMC_0042,1.5,30,-0.25819888974716115,0.49440150674764083,0.9788108118967283,2023-09-20,-0.0092,0.0007,-0.0144,0.0017
FOMC_0043,api,2,FOMC_0050,1.5,30,-0.6085806194501845,0.3165398629077466,0.9661439584531067,2023-03-22,-0.017,0.017,-0.0136,-0.0075
FOMC_0043,api,3,FOMC_0039,1.5,30,0.36514837167011077,0.40792950483420054,0.9578785707775113,2023-11-01,0.0107,-0.0032,0.0174,0.0003
FOMC_0045,api,1,FOMC_0042,1.5,30,0.5773502691896258,0.3901477721385667,0.9956193214290543,2023-09-20,-0.0092,0.0007,-0.0144,0.0017
FOMC_0045,api,2,FOMC_0037,1.5,30,0.5773502691896258,0.34521446005402473,0.9791206603417602,2023-12-13,0.0138,0.0226,0.0127,-0.0085
FOMC_0045,api,3,FOMC_0039,1.5,30,0.0,0.3644078093618365,0.9744490389876054,2023-11-01,0.0107,-0.0032,0.0174,0.0003
FOMC_0047,api,1,FOMC_0045,1.5,46,0.8320502943378437,0.30182030393588116,0.9649074943424005,2023-06-14,0.0012,0.0006,0.0073,-0.0049
FOMC_0047,api,2,FOMC_0050,1.5,46,0.6416236526819376,0.5287177490681018,0.9621728512562097,2023-03-22,-0.017,0.017,-0.0136,-0.0075
FOMC_0047,api,3,FOMC_0037,1.5,46,0.8006407690254358,0.3493726811255185,0.9590845984626477,2023-12-13,0.0138,0.0226,0.0127,-0.0085
FOMC_0050,api,1,FOMC_0047,1.5,42,0.6416236526819376,0.5287177490681018,0.9621728512562097,2023-05-03,-0.0069,0.0085,-0.0065,-0.0054
FOMC_0050,api,2,FOMC_0045,1.5,42,0.408248290463863,0.24182266563870733,0.947381534842763,2023-06-14,0.0012,0.0006,0.0073,-0.0049
FOMC_0050,api,3,FOMC_0037,1.5,42,0.5499719409228704,0.25775696242668433,0.9367194620599528,2023-12-13,0.0138,0.0226,0.0127,-0.0085
