query_event_id,query_index,semantic_embedding_backend,neighbor_rank,neighbor_event_id,hard_filter_z_threshold_used,hard_filter_pool_size,shock_combo_score,shock_cosine,shock_l2_distance,macro_mean_abs_z_diff,evidence_cosine,embedding_cosine_semantic,similarity_for_baseline,neighbor_date,neighbor_SPY_ret,neighbor_GLD_ret,neighbor_QQQ_ret,neighbor_UUP_ret
FOMC_0007,3,api,2,FOMC_0026,1.5,31,0.30621452384737635,0.0,1.4142135623730951,0.1641414551700695,0.28497671655469164,0.9725775951981572,0.9725785951981573,2024-09-18,-0.003,-0.0077104654052888,-0.0043,0.0011
FOMC_0007,3,api,3,FOMC_0009,1.5,31,0.3987016768530006,0.24273401821882049,1.2306632210163588,0.05568723881237582,0.3717513744477079,0.9704725768034519,0.9704735768034519,2025-09-17,-0.0012,-0.0077151716641871,-0.002,0.0033
FOMC_0009,4,api,1,FOMC_0026,1.5,29,0.48678870292389026,0.5001181893409724,0.999881803673842,0.19887861314303767,0.1845397254247679,0.9712610763889958,0.9712620763889959,2024-09-18,-0.003,-0.0077104654052888,-0.0043,0.0011
FOMC_0009,4,api,2,FOMC_0007,1.5,29,0.3987016768530006,0.24273401821882049,1.2306632210163588,0.05568723881237582,0.3717513744477079,0.9704725768034519,0.9704735768034519,2025-10-29,0.0005,-0.0037872684129753,0.0045,0.0057
FOMC_0009,4,api,3,FOMC_0005,1.5,29,0.5519279677068422,0.6320816298242098,0.8578092680494775,0.04389756972156396,0.2912185378894711,0.9680403761465208,0.9680413761465209,2025-12-10,0.0066,0.004259147967166,0.0041,-0.0053
FOMC_0011,5,api,1,FOMC_0013,1.5,30,0.6443368336052214,0.8320502943378437,0.5795682973768601,0.09239348680462932,0.38263419792996983,0.9783343412636388,0.9783353412636389,2025-06-18,-0.0002,-0.0053856275650212,-0.0002,0.0018
FOMC_0011,5,api,2,FOMC_0015,1.5,30,0.524859377319091,0.588348405414552,0.9073605618335501,0.1700728709566398,0.1498780487561893,0.9665844710232804,0.9665854710232804,2025-05-07,0.0042,-0.0149930608013485,0.0039,0.0073
FOMC_0011,5,api,3,FOMC_0009,1.5,30,0.6110239533687296,0.7686577243595982,0.6802091967040755,0.09998628243562446,0.25552313107425534,0.9462319156995886,0.9462329156995887,2025-09-17,-0.0012,-0.0077151716641871,-0.002,0.0033
FOMC_0013,6,api,1,FOMC_0015,1.5,31,0.5806344057378595,0.7071067811865475,0.7653668647301795,0.1157036633012127,0.13881199248888398,0.9843521309900674,0.9843531309900674,2025-05-07,0.0042,-0.0149930608013485,0.0039,0.0073
FOMC_0013,6,api,2,FOMC_0011,1.5,31,0.6443368336052214,0.8320502943378437,0.5795682973768601,0.09239348680462932,0.38263419792996983,0.9783343412636388,0.9783353412636389,2025-07-30,-0.0013,-0.0172734972895408,0.0013,0.0098
FOMC_0013,6,api,3,FOMC_0019,1.5,31,0.30258345718664054,0.0,1.4142135623730951,0.21860745508110632,0.28151868320858164,0.9731894290234031,0.9731904290234031,2025-01-29,-0.0045,-0.0038404097330004,-0.0019,0.002
FOMC_0015,7,api,1,FOMC_0013,1.5,31,0.5806344057378595,0.7071067811865475,0.7653668647301795,0.1157036633012127,0.13881199248888398,0.9843521309900674,0.9843531309900674,2025-06-18,-0.0002,-0.0053856275650212,-0.0002,0.0018
FOMC_0015,7,api,2,FOMC_0019,1.5,31,0.41829236443971574,0.34299717028501764,1.1463008590374364,0.31570346714700737,0.13716433504004166,0.9678778416782996,0.9678788416782996,2025-01-29,-0.0045,-0.0038404097330004,-0.0019,0.002
FOMC_0015,7,api,3,FOMC_0011,1.5,31,0.524859377319091,0.588348405414552,0.9073605618335501,0.1700728709566398,0.1498780487561893,0.9665844710232804,0.9665854710232804,2025-07-30,-0.0013,-0.0172734972895408,0.0013,0.0098
FOMC_0018,8,api,1,FOMC_0031,1.5,31,0.4421347385105392,0.4036036763977875,1.092150469122467,0.3023385441678737,0.1461413291647431,0.9599237035932467,0.9599247035932468,2024-05-01,-0.0032,0.0091,-0.0072,-0.001
FOMC_0018,8,api,2,FOMC_0019,1.5,31,0.30640683261107154,0.0,1.4142135623730951,0.16125682371464128,0.1432939355294921,0.9551743434919908,0.9551753434919908,2025-01-29,-0.0045,-0.0038404097330004,-0.0019,0.002
FOMC_0018,8,api,3,FOMC_0013,1.5,31,0.5148765657838894,0.5547001962252291,0.9437158510640488,0.10980454872520119,0.29072781313331575,0.9425354286444557,0.9425364286444557,2025-06-18,-0.0002,-0.0053856275650212,-0.0002,0.0018
FOMC_0019,9,api,1,FOMC_0013,1.5,31,0.30258345718664054,0.0,1.4142135623730951,0.21860745508110632,0.28151868320858164,0.9731894290234031,0.9731904290234031,2025-06-18,-0.0002,-0.0053856275650212,-0.0002,0.0018
FOMC_0019,9,api,2,FOMC_0036,1.5,31,0.4678960631384453,0.46537892099551725,1.0340416616408479,0.2755708309873289,0.14383222049282693,0.971950866621512,0.971951866621512,2024-01-31,-0.0163,-0.0007,-0.0196,0.0025
FOMC_0019,9,api,3,FOMC_0024,1.5,31,0.5039700350608901,0.5294117647058822,0.9701425001453319,0.11825726776830055,0.3519967136714693,0.969517500131698,0.969518500131698,2024-11-07,0.0077,0.0160765038555301,0.0157,-0.0081
FOMC_0021,10,api,1,FOMC_0024,1.5,25,0.06713110603760311,-0.7276068751089989,1.8588205266291842,0.23375120422140416,0.23771214316876116,0.9954017011784835,0.9954027011784835,2024-11-07,0.0077,0.0160765038555301,0.0157,-0.0081
FOMC_0021,10,api,2,FOMC_0026,1.5,25,0.5832496016432482,0.7453559924999299,0.7136441795461799,0.34639141421252684,0.5230578697510953,0.9787373032727231,0.9787383032727232,2024-09-18,-0.003,-0.0077104654052888,-0.0043,0.0011
FOMC_0021,10,api,3,FOMC_0019,1.5,25,0.06911689158503909,-0.7276068751089989,1.8588205266291842,0.20396442100986442,0.32111478953090106,0.9666885325774287,0.9666895325774287,2025-01-29,-0.0045,-0.0038404097330004,-0.0019,0.002
FOMC_0024,11,api,1,FOMC_0019,1.5,32,0.5039700350608901,0.5294117647058822,0.9701425001453319,0.11825726776830055,0.3519967136714693,0.969517500131698,0.969518500131698,2025-01-29,-0.0045,-0.0038404097330004,-0.0019,0.002
FOMC_0024,11,api,2,FOMC_0027,1.5,32,0.3497235387647666,0.11764705882352938,1.328422328310143,0.12182111006865999,0.17920828483846712,0.9568102098880054,0.9568112098880054,2024-07-31,0.0163,0.0181,0.0296,-0.0055
FOMC_0024,11,api,3,FOMC_0036,1.5,32,0.4740356681828111,0.46537892099551725,1.0340416616408479,0.18347675532184193,0.2092799198522796,0.9557709077463571,0.9557719077463571,2024-01-31,-0.0163,-0.0007,-0.0196,0.0025
FOMC_0026,12,api,1,FOMC_0021,1.5,42,0.5832496016432482,0.7453559924999299,0.7136441795461799,0.34639141421252684,0.5230578697510953,0.9787373032727231,0.9787383032727232,2024-12-18,-0.0298,-0.0191850778377131,-0.0361,0.0116
FOMC_0026,12,api,2,FOMC_0009,1.5,42,0.48678870292389026,0.5001181893409724,0.999881803673842,0.19887861314303767,0.1845397254247679,0.9712610763889958,0.9712620763889959,2025-09-17,-0.0012,-0.0077151716641871,-0.002,0.0033
FOMC_0026,12,api,3,FOMC_0005,1.5,42,0.5258406609151848,0.5962847939999439,0.898571317147455,0.20553051682969592,0.14662360774187172,0.9697316269610171,0.9697326269610171,2025-12-10,0.0066,0.004259147967166,0.0041,-0.0053
FOMC_0027,13,api,1,FOMC_0026,1.5,34,0.49118334162374555,0.5061710682435311,0.9938097722969612,0.1693337634835269,0.2195887611297336,0.9626702276123149,0.9626712276123149,2024-09-18,-0.003,-0.0077104654052888,-0.0043,0.0011
FOMC_0027,13,api,2,FOMC_0021,1.5,34,0.2960877219036301,0.0,1.4142135623730951,0.31604348432626317,0.21546141264599744,0.9573081340400841,0.9573091340400841,2024-12-18,-0.0298,-0.0191850778377131,-0.0361,0.0116
FOMC_0027,13,api,3,FOMC_0013,1.5,34,0.4771569218304295,0.48507125007266594,1.014818949298183,0.2534030748670068,0.29013502050268347,0.9485079925261151,0.9485089925261151,2025-06-18,-0.0002,-0.0053856275650212,-0.0002,0.0018
FOMC_0029,14,api,1,FOMC_0027,1.5,29,0.428148226432123,0.34299717028501764,1.1463008590374364,0.16786553726089878,0.10074691854740071,0.9888999479953682,0.9889009479953682,2024-07-31,0.0163,0.0181,0.0296,-0.0055
FOMC_0029,14,api,2,FOMC_0026,1.5,29,0.7041531887497017,0.9486832980505138,0.3203644860139344,0.322658604864214,0.11503302861152613,0.9599185132317598,0.9599195132317598,2024-09-18,-0.003,-0.0077104654052888,-0.0043,0.0011
FOMC_0029,14,api,3,FOMC_0045,1.5,29,0.5698523019317782,0.7071067811865475,0.7653668647301795,0.27743522039243235,0.12075578623657557,0.9369530898703177,0.9369540898703177,2023-06-14,0.0012,0.0006,0.0073,-0.0049
