segment,segment_start,segment_end,asset_target,task,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,baseline,35,0.34285714285714286,0.34523809523809523,0.01178692712213609,0.015195334198459375,0.8571428571428571,0.05666590312848302,0.04485285734884183,0.02833295156424151,4.807521293829271
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,shock_main,35,0.4857142857142857,0.47619047619047616,0.01110531220344087,0.014342032949065792,0.8571428571428571,0.05464769450648851,0.04485285734884183,0.027323847253244254,4.92086071110693
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,shock_interactions,35,0.37142857142857144,0.3571428571428571,0.011937359197716454,0.01563103694299445,0.8571428571428571,0.058558630692811975,0.04485285734884184,0.029279315346405987,4.9054928919298915
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,rag_memory,35,0.45714285714285713,0.45238095238095233,0.011398525688465708,0.01518869464092119,0.9142857142857143,0.05550491594541324,0.04485285734884183,0.02775245797270662,4.869482024467364
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,shock_rag,35,0.42857142857142855,0.41666666666666663,0.011539410230073696,0.015187986034576917,0.9142857142857143,0.055395331498396476,0.04485285734884183,0.027697665749198238,4.800534030242436
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,case_model,35,0.37142857142857144,0.36904761904761907,0.013280915235115952,0.017068933633611373,0.8857142857142857,0.06179355323292348,0.04485285734884183,0.03089677661646174,4.652808344829706
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,fusion,35,0.42857142857142855,0.41666666666666663,0.011565366243263878,0.01528106113262283,0.8857142857142857,0.05769492462944245,0.04485285734884183,0.028847462314721226,4.98859469003381
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,fusion_case,35,0.34285714285714286,0.3333333333333333,0.011849436914172857,0.015374847643960295,0.8571428571428571,0.05845064906647518,0.04485285734884183,0.02922532453323759,4.932778619764084
2008_2015,2008-01-01,2015-12-31,QQQ_ret,regression,baseline,63,0.6190476190476191,0.5059782608695652,0.01192005407040482,0.01820263380297575,0.9365079365079365,0.09229556188158113,0.09081155777187969,0.04614778094079056,7.742881142689871
2008_2015,2008-01-01,2015-12-31,QQQ_ret,regression,shock_main,63,0.6349206349206349,0.5461956521739131,0.011853904103361675,0.018849549132664074,0.9206349206349206,0.09459418797296458,0.09294537068774962,0.04729709398648229,7.980002803138791
2008_2015,2008-01-01,2015-12-31,QQQ_ret,regression,shock_interactions,63,0.6190476190476191,0.5152173913043478,0.011839619225824527,0.018775809873923775,0.9523809523809523,0.09392910349671692,0.06648855376628618,0.04696455174835846,7.933456448653278
2008_2015,2008-01-01,2015-12-31,QQQ_ret,regression,rag_memory,63,0.6031746031746031,0.49347826086956526,0.013231870475943812,0.021051877889689,0.9365079365079365,0.10718990230388534,0.10731296022313859,0.05359495115194267,8.10088811697196
2008_2015,2008-01-01,2015-12-31,QQQ_ret,regression,shock_rag,63,0.6190476190476191,0.5152173913043478,0.012214028363154562,0.020392467082066486,0.9523809523809523,0.10466022614059262,0.08775816443941646,0.05233011307029631,8.568854028234927
2008_2015,2008-01-01,2015-12-31,QQQ_ret,regression,case_model,63,0.5238095238095238,0.48641304347826086,0.011946675893893512,0.01670835092433689,0.9523809523809523,0.08316471999176152,0.06315787720043439,0.04158235999588076,6.961327211887516
2008_2015,2008-01-01,2015-12-31,QQQ_ret,regression,fusion,63,0.6190476190476191,0.5244565217391304,0.011914113247826472,0.019933126517528432,0.9523809523809523,0.10200244891299416,0.0885283804937321,0.05100122445649708,8.561480555978665
