segment,segment_start,segment_end,asset_target,task,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,baseline,35,0.3142857142857143,0.3452380952380952,0.0109744974657712,0.013932167105865,0.9142857142857144,0.0560774434749308,0.0448528573488418,0.0280387217374654,5.109796020258122
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,shock_main,35,0.3428571428571428,0.369047619047619,0.0108640108349883,0.013817300926801,0.9142857142857144,0.0562298779047998,0.0448528573488418,0.0281149389523999,5.175793614243029
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,shock_interactions,35,0.4,0.4642857142857143,0.0108497653913996,0.0138570737755233,0.9142857142857144,0.0558142805739128,0.0448528573488418,0.0279071402869564,5.14428455919935
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,rag_memory,35,0.5142857142857142,0.5476190476190477,0.0107448532500698,0.013845605254597,0.9142857142857144,0.0553776629596937,0.0448528573488418,0.0276888314798468,5.153878016838789
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,shock_rag,35,0.4857142857142857,0.5,0.0107298952457109,0.0138654161695816,0.9142857142857144,0.0554980985439637,0.0448528573488418,0.0277490492719818,5.172287079517214
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,case_model,35,0.3714285714285714,0.369047619047619,0.0132809152351159,0.0170689336336113,0.8857142857142857,0.0617935532329234,0.0448528573488418,0.0308967766164617,4.652808344829706
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,fusion,35,0.4,0.4285714285714285,0.0107712208990928,0.0139080952483005,0.9142857142857144,0.0555033933113717,0.0448528573488418,0.0277516966556858,5.152934270992992
2008_2015,2008-01-01,2015-12-31,GLD_ret,regression,fusion_case,35,0.4285714285714285,0.4523809523809523,0.0114705680593733,0.0145703721469986,0.9142857142857144,0.0574294147374766,0.0448528573488418,0.0287147073687383,5.006675732205547
2008_2015,2008-01-01,2015-12-31,QQQ_ret,regression,baseline,63,0.6031746031746031,0.4934782608695652,0.0118343732857969,0.0177354742430202,0.9206349206349206,0.0858740857423911,0.0731743519157171,0.0429370428711955,7.256327282278067
2008_2015,2008-01-01,2015-12-31,QQQ_ret,regression,shock_main,63,0.5396825396825397,0.471195652173913,0.0114635711111928,0.0182435400066509,0.9206349206349206,0.0907760671474535,0.0750935630857944,0.0453880335737267,7.918655213716172
