asset_target,task,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
GLD_ret,regression,baseline,120,0.525,0.484006734006734,0.0098726428192538,0.0127644149362902,0.9166666666666666,0.045908035755622,0.0419200766563415,0.022954017877811,4.650024982782859
GLD_ret,regression,shock_main,120,0.5083333333333333,0.4705387205387205,0.0099123078414259,0.0128237075062201,0.9166666666666666,0.0460405121045488,0.0427861435070633,0.0230202560522744,4.644782309134329
GLD_ret,regression,shock_interactions,120,0.5333333333333333,0.4898989898989899,0.0099056355936326,0.0128072835081665,0.9166666666666666,0.0461092454878533,0.0431841477949172,0.0230546227439266,4.6548497622396106
GLD_ret,regression,rag_memory,120,0.5583333333333333,0.5227272727272727,0.009794287179783,0.0128296107273866,0.9166666666666666,0.0461312316389951,0.0419246234938502,0.0230656158194975,4.710014194214919
GLD_ret,regression,shock_rag,120,0.5583333333333333,0.5244107744107744,0.0098447239757728,0.0129013078865472,0.9166666666666666,0.0461325350068714,0.04220066662319,0.0230662675034357,4.686016095565538
GLD_ret,regression,case_model,120,0.55,0.531986531986532,0.0107022830504524,0.0141949941016342,0.9166666666666666,0.055037076768084,0.0535450624912698,0.027518538384042,5.142554771596807
GLD_ret,regression,fusion,120,0.5333333333333333,0.4949494949494949,0.0098629128183854,0.0128473006507575,0.9166666666666666,0.0460369111331534,0.0431184043673014,0.0230184555665767,4.667679009322261
GLD_ret,regression,fusion_case,120,0.5416666666666666,0.5143097643097643,0.0099319841988274,0.012903072201159,0.9166666666666666,0.0478681496034854,0.0430172912951041,0.0239340748017427,4.81959582750207
QQQ_ret,regression,baseline,148,0.5135135135135135,0.4737628384687208,0.012818862211244,0.0198652386357284,0.8918918918918919,0.0711270431662289,0.0653288473136723,0.0355635215831144,5.54862373852806
QQQ_ret,regression,shock_main,148,0.5,0.4619981325863679,0.012736956635146,0.0199842527713026,0.8986486486486487,0.0723947565317012,0.0648809427671134,0.0361973782658506,5.683834734267424
QQQ_ret,regression,shock_interactions,148,0.5472972972972973,0.4929038281979458,0.0129871125687083,0.0202192580338184,0.8986486486486487,0.0728702959442973,0.0633037028112411,0.0364351479721486,5.610969763969999
QQQ_ret,regression,rag_memory,148,0.5,0.4640522875816993,0.0129028299225464,0.0200501010782721,0.8918918918918919,0.0749522317219604,0.0616876812386851,0.0374761158609802,5.808976183665614
QQQ_ret,regression,shock_rag,148,0.527027027027027,0.4957983193277311,0.0125927556705728,0.0200121411973188,0.9054054054054054,0.075222084001401,0.061316362710949,0.0376110420007005,5.9734410774905005
QQQ_ret,regression,case_model,148,0.4189189189189189,0.3996265172735761,0.0134337723610163,0.020323200663934,0.8986486486486487,0.0716071430122966,0.0631578772004343,0.0358035715061483,5.3303823444332235
QQQ_ret,regression,fusion,148,0.5540540540540541,0.515219421101774,0.0127553988853115,0.020496014602815,0.8986486486486487,0.0753695190303716,0.0605326649755239,0.0376847595151858,5.908832778029661
QQQ_ret,regression,fusion_case,148,0.5135135135135135,0.4676003734827264,0.0122814578167799,0.0195496836928106,0.9054054054054054,0.072458136322175,0.0598736480110943,0.0362290681610875,5.899799307471198
SPY_ret,regression,baseline,148,0.4527027027027027,0.4368131868131868,0.0106789447218598,0.0169618086657265,0.9054054054054054,0.0585639341849006,0.0484755321171149,0.0292819670924503,5.484056309891744
SPY_ret,regression,shock_main,148,0.4797297297297297,0.460989010989011,0.0110009757142558,0.017643154573999,0.9054054054054054,0.0610847088624919,0.0488383265532283,0.0305423544312459,5.552662822747063
SPY_ret,regression,shock_interactions,148,0.5405405405405406,0.5216117216117216,0.0112866168747031,0.0183150455390143,0.8918918918918919,0.0644530316710543,0.0521117385012097,0.0322265158355271,5.710571412724536
SPY_ret,regression,rag_memory,148,0.5405405405405406,0.5260073260073259,0.0100142311080219,0.0165139340929197,0.918918918918919,0.0583733928380097,0.0443746042206883,0.0291866964190048,5.829043908448394
SPY_ret,regression,shock_rag,148,0.5202702702702703,0.4987179487179487,0.0103617725547835,0.01736315304613,0.9121621621621622,0.0609838696019178,0.0471550772070884,0.0304919348009589,5.8854669198239105
SPY_ret,regression,case_model,148,0.4256756756756756,0.4199633699633699,0.0116331351065113,0.017757376920215,0.9121621621621622,0.0597687806607549,0.0504465275472083,0.0298843903303774,5.13780508122017
SPY_ret,regression,fusion,148,0.5608108108108109,0.5423076923076923,0.0105202005222753,0.01771954011178,0.918918918918919,0.0616701148737491,0.0438196174647045,0.0308350574368745,5.862066482779438
SPY_ret,regression,fusion_case,148,0.5405405405405406,0.5208791208791208,0.0103775181322726,0.0170164234445175,0.9121621621621622,0.0596882025487223,0.0438196174647045,0.0298441012743611,5.751683763683391
UUP_ret,regression,baseline,107,0.4766355140186916,0.4474340698503207,0.0054980602748154,0.0071693355227312,0.9345794392523364,0.0263533614305723,0.0239841120785313,0.0131766807152861,4.793210716748132
