asset_target,feature_set,task,feature,weight,gain,cover,total_gain,total_cover,weight_share,gain_share,cover_share,total_gain_share,total_cover_share,rank_by_gain
QQQ_ret,fusion,regression,case_avg_similarity,3.4,0.0003569700900698,176.3,0.0014088457566685,547.0,0.0141666666666666,0.0059324299464243,0.0408067212145407,0.0032811789147431,0.0153997747747747,38
QQQ_ret,fusion,regression,case_direction_agreement_QQQ,1.4,0.0002101478661643,222.0,0.0002925656328443,310.8,0.0058333333333333,0.0034924144321634,0.0513845269973229,0.0006813806132598,0.00875,39
QQQ_ret,fusion,regression,financial_stability_strength_num,0.2,0.0001340798218734,2.8,0.0001340798218734,2.8,0.0008333333333333,0.0022282515331684,0.0006480931332995,0.0003122697302677,7.882882882882882e-05,40
QQQ_ret,fusion,regression,inflation_concern_shock_score_x_curve,0.2,0.0001138097140938,11.4,0.0001138097140938,11.4,0.0008333333333333,0.0018913857907592,0.0026386648998625,0.0002650609780452,0.0003209459459459,41
QQQ_ret,fusion,regression,BAA10Y,0.2,6.917762802913786e-05,30.4,6.917762802913786e-05,30.4,0.0008333333333333,0.0011496521517038,0.0070364397329667,0.0001611135735666,0.0008558558558558,42
QQQ_ret,fusion,regression,inflation_concern_shock_score_minus_rolling_mean,0.4,5.3811504039913415e-05,12.8,5.3811504039913415e-05,12.8,0.0016666666666666,0.0008942849468595,0.0029627114665123,0.0001253261200458,0.0003603603603603,43
QQQ_ret,fusion,regression,financial_stability_shock_score_x_curve,0.2,3.395545936655253e-05,6.6,3.395545936655253e-05,6.6,0.0008333333333333,0.0005643004542799,0.0015276480999204,7.908171408160523e-05,0.0001858108108108,44
QQQ_ret,fusion,regression,GLD_volume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
QQQ_ret,fusion,regression,case_neighbor_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
QQQ_ret,fusion,regression,case_up_prob_QQQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
QQQ_ret,fusion,regression,curve_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
QQQ_ret,fusion,regression,financial_stability_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
QQQ_ret,fusion,regression,financial_stability_dir_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
QQQ_ret,fusion,regression,financial_stability_dovish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
QQQ_ret,fusion,regression,financial_stability_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
QQQ_ret,fusion,regression,financial_stability_shock_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
QQQ_ret,fusion,regression,financial_stability_shock_score_x_case_similarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
QQQ_ret,fusion,regression,financial_stability_shock_score_x_high_vix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
QQQ_ret,fusion,regression,financial_stability_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
QQQ_ret,fusion,regression,financial_stability_shock_score_x_vix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
QQQ_ret,fusion,regression,growth_concern_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
QQQ_ret,fusion,regression,growth_concern_dir_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
QQQ_ret,fusion,regression,growth_concern_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
QQQ_ret,fusion,regression,growth_concern_shock_score_x_high_vix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
QQQ_ret,fusion,regression,growth_concern_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
QQQ_ret,fusion,regression,high_vix_regime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
QQQ_ret,fusion,regression,inflation_concern_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
QQQ_ret,fusion,regression,inflation_concern_dir_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
QQQ_ret,fusion,regression,inflation_concern_dovish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
QQQ_ret,fusion,regression,inflation_concern_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
QQQ_ret,fusion,regression,inflation_concern_shock_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
QQQ_ret,fusion,regression,inflation_concern_shock_score_x_case_similarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
QQQ_ret,fusion,regression,inflation_concern_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
QQQ_ret,fusion,regression,interest_rate_path_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
QQQ_ret,fusion,regression,interest_rate_path_dir_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
QQQ_ret,fusion,regression,interest_rate_path_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
QQQ_ret,fusion,regression,interest_rate_path_shock_score_x_curve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
QQQ_ret,fusion,regression,interest_rate_path_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
QQQ_ret,fusion,regression,labor_market_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
QQQ_ret,fusion,regression,labor_market_dir_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
QQQ_ret,fusion,regression,labor_market_dovish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
QQQ_ret,fusion,regression,labor_market_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
QQQ_ret,fusion,regression,labor_market_shock_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
QQQ_ret,fusion,regression,labor_market_shock_score_x_case_similarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
QQQ_ret,fusion,regression,labor_market_shock_score_x_curve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82
QQQ_ret,fusion,regression,labor_market_shock_score_x_high_vix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83
QQQ_ret,fusion,regression,labor_market_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84
QQQ_ret,rag_memory,regression,SPY_volume,8.0,0.0040128108579665,55.36944427490234,0.0318183958530426,442.4,0.0333333333333333,0.1329173022550285,0.0255632476193174,0.0876460652887506,0.0124549549549549,1
QQQ_ret,rag_memory,regression,CPIAUCSL,2.2,0.0034374984912574,48.833333587646486,0.0075060506351292,106.6,0.0091666666666666,0.1138610919217857,0.0225456226791783,0.0206759576147612,0.0030011261261261,2
QQQ_ret,rag_memory,regression,case_std_QQQ_ret,15.8,0.0023549504578113,143.85134582519532,0.0369516320526599,2267.2,0.0658333333333333,0.0780035922139492,0.0664140235080592,0.1017859344755004,0.0638288288288288,3
QQQ_ret,rag_memory,regression,case_direction_agreement_QQQ,9.8,0.0018701666500419,113.37777709960938,0.018350700289011,1107.6,0.0408333333333333,0.0619459811810973,0.0523448307722826,0.0505483269192263,0.0311824324324324,4
QQQ_ret,rag_memory,regression,PAYEMS,2.4,0.0017740116687491,43.06666641235351,0.0041636670473963,103.4,0.01,0.058761016535568,0.0198832383466156,0.0114691210569567,0.002911036036036,5
QQQ_ret,rag_memory,regression,UNRATE,9.8,0.0017382000107318,121.8705551147461,0.0170133406296372,1195.8,0.0408333333333333,0.0575748183464621,0.0562658198705106,0.0468644733220373,0.0336655405405405,6
QQQ_ret,rag_memory,regression,case_pred_QQQ_ret,31.8,0.0016485728090628,193.9503601074219,0.052270234376192,6145.8,0.1325,0.0546060749204296,0.0895439921099075,0.1439821289531147,0.1730236486486486,7
QQQ_ret,rag_memory,regression,case_max_similarity,24.0,0.0014874220127239,184.6793701171875,0.0356308780610561,4431.6,0.1,0.0492682382110083,0.0852637141352918,0.0981478223873506,0.1247635135135135,8
QQQ_ret,rag_memory,regression,QQQ_volume,43.6,0.0014797847950831,200.09015197753905,0.0644520200788974,8727.2,0.1816666666666666,0.0490152688083901,0.0923786425558759,0.1775377359033874,0.2456981981981982,9
QQQ_ret,rag_memory,regression,^VIX,3.2,0.0012885797536,101.56666717529296,0.0038944349158555,323.6,0.0133333333333333,0.0426819380856045,0.0468918172626069,0.0107275017406392,0.0091103603603603,10
QQQ_ret,rag_memory,regression,DGS10,15.6,0.0012804504716768,87.82532043457032,0.0198941715061664,1371.6,0.065,0.0424126699190389,0.0405476421682721,0.0547999296617065,0.0386148648648648,11
QQQ_ret,rag_memory,regression,DX-Y.NYB,8.8,0.0012112876633182,55.435403442382814,0.0107052625156939,489.8,0.0366666666666666,0.0401217735302482,0.0255936999843926,0.0294884173833672,0.0137894144144144,12
QQQ_ret,rag_memory,regression,DGS2,4.4,0.0011795122409239,85.33999938964844,0.0052296168170869,382.0,0.0183333333333333,0.0390692685475435,0.0394002064640341,0.0144053565460221,0.0107545045045045,13
QQQ_ret,rag_memory,regression,T10Y2Y,11.4,0.0011652892688289,57.07749938964844,0.0134440150111913,643.0,0.0475,0.0385981576111373,0.0263518312220156,0.0370325085795029,0.0181024774774774,14
QQQ_ret,rag_memory,regression,case_similarity_std,16.2,0.0010537051712162,181.55,0.0169832510873675,2941.6,0.0674999999999999,0.0349021306230248,0.0838189305683667,0.0467815895085836,0.0828153153153153,15
QQQ_ret,rag_memory,regression,case_up_prob_QQQ,3.2,0.0010205059603322,116.09166564941408,0.0030112880340311,293.6,0.0133333333333333,0.0338024651506433,0.0535977926887043,0.0082948099851706,0.0082657657657657,16
QQQ_ret,rag_memory,regression,case_abs_mean_QQQ_ret,13.2,0.0009836895624175,179.0730773925781,0.0129133570939302,2357.8,0.055,0.0325829867194958,0.0826753722976164,0.0355707730892201,0.0663795045045045,17
QQQ_ret,rag_memory,regression,case_avg_similarity,14.8,0.0005042346252594,147.72984466552734,0.0076097981072962,2108.6,0.0616666666666666,0.0167018851536449,0.0682046686471794,0.0209617375064028,0.0593637387387387,18
QQQ_ret,rag_memory,regression,UUP_volume,1.2,0.0004463741322979,16.8,0.000860965589527,26.4,0.005,0.0147853580847655,0.0077563097413856,0.0023715917867002,0.0007432432432432,19
QQQ_ret,rag_memory,regression,BAA10Y,0.6,0.0002532355487346,32.4,0.000329713022802,54.4,0.0025,0.0083879821811337,0.0149585973583865,0.0009082182915985,0.0015315315315315,20
QQQ_ret,rag_memory,regression,GLD_volume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
QQQ_ret,rag_memory,regression,case_neighbor_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
QQQ_ret,rag_memory,regression,curve_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
QQQ_ret,rag_memory,regression,high_vix_regime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
QQQ_ret,shock_interactions,regression,labor_market_shock_score_x_vix,2.4,0.0046555677428841,19.0,0.0111386658623814,45.6,0.01,0.0851559287317895,0.0048053248168968,0.0300183509914396,0.0012837837837837,1
QQQ_ret,shock_interactions,regression,SPY_volume,7.6,0.0046415175311267,56.488888549804685,0.0349967569112777,434.2,0.0316666666666666,0.0848989334742487,0.014286708317226,0.0943151491843223,0.0122240990990991,2
QQQ_ret,shock_interactions,regression,labor_market_shock_score_x_curve,1.8,0.0026952773332595,18.8,0.0049198722932487,33.8,0.0075,0.0492998614087982,0.0047547424504031,0.0132588996883891,0.0009515765765765,3
QQQ_ret,shock_interactions,regression,inflation_concern_strength_num,4.6,0.0025752671761438,45.6033332824707,0.0114743335172534,230.2,0.0191666666666666,0.0471047314158859,0.0115336225871301,0.0309229646682399,0.0064808558558558,4
QQQ_ret,shock_interactions,regression,financial_stability_shock_score,2.0,0.0024571968242526,28.0,0.0047201000154018,56.0,0.0083333333333333,0.0449450827916437,0.0070815313091111,0.0127205197397615,0.0015765765765765,5
QQQ_ret,shock_interactions,regression,interest_rate_path_shock_score_x_vix,5.4,0.002087906608358,194.96000061035156,0.0113445132970809,1052.4,0.0225,0.0381903209574653,0.0493076910123758,0.0305731032949777,0.0296283783783783,6
QQQ_ret,shock_interactions,regression,financial_stability_dir_num,0.8,0.0020606946200132,9.3,0.0028303694911301,12.2,0.0033333333333333,0.037692580989299,0.0023520800419547,0.0076277559511997,0.0003434684684684,7
QQQ_ret,shock_interactions,regression,growth_concern_shock_score_x_vix,3.0,0.0020570687949657,189.71666564941407,0.005883705895394,569.6,0.0125,0.037626260291934,0.0479815895591603,0.0158564006569976,0.016036036036036,8
QQQ_ret,shock_interactions,regression,growth_concern_shock_score,3.6,0.00203443528153,200.69285583496097,0.0076773995533585,725.2,0.015,0.0372122661319246,0.050757597932507,0.020690348138782,0.0204166666666666,9
QQQ_ret,shock_interactions,regression,labor_market_shock_score_x_high_vix,0.4,0.0020128317177295,7.6,0.0020128317177295,7.6,0.0016666666666666,0.0368171109884609,0.0019221299267587,0.0054245175980698,0.0002139639639639,10
QQQ_ret,shock_interactions,regression,growth_concern_strength_num,8.4,0.0019919417565688,198.58838500976563,0.0170528982765972,1661.2,0.035,0.0364350084948325,0.0502253523597309,0.045957019647842,0.046768018018018,11
QQQ_ret,shock_interactions,regression,financial_stability_shock_score_minus_rolling_mean,21.4,0.0019629268208518,145.8752899169922,0.0418151281774044,3111.0,0.0891666666666666,0.0359042904525809,0.0368935868847442,0.1126904433519827,0.0875844594594594,12
QQQ_ret,shock_interactions,regression,interest_rate_path_shock_score,3.6,0.0019569625845178,172.81000061035155,0.0069973696023225,621.8,0.015,0.0357951974026578,0.043705693923204,0.0188576890028408,0.0175056306306306,13
QQQ_ret,shock_interactions,regression,DGS10,19.6,0.0017201404320076,100.34999237060546,0.0337046258151531,1970.2,0.0816666666666666,0.0314634356380268,0.0253797004586251,0.0908328968886124,0.0554673423423423,14
QQQ_ret,shock_interactions,regression,CPIAUCSL,4.0,0.0017131868633441,53.459999084472656,0.0072143811266869,211.8,0.0166666666666666,0.0313362465108917,0.0135206663322051,0.0194425281737111,0.0059628378378378,15
QQQ_ret,shock_interactions,regression,interest_rate_path_strength_num,6.4,0.0015758161665871,195.8585693359375,0.0100081088021397,1251.6,0.0266666666666666,0.0288235713853381,0.0495349496753625,0.0269715355945614,0.0352364864864864,16
QQQ_ret,shock_interactions,regression,DGS2,2.8,0.0015627811197191,19.09000015258789,0.0037125396076589,50.8,0.0116666666666666,0.0285851447135738,0.0048280869204102,0.0100051764178247,0.0014301801801801,17
QQQ_ret,shock_interactions,regression,labor_market_shock_score_minus_rolling_mean,8.8,0.0014681789092719,79.44559783935547,0.0127860270440578,700.0,0.0366666666666666,0.0268547565986067,0.0200927317310873,0.0344579370937793,0.0197072072072072,18
QQQ_ret,shock_interactions,regression,QQQ_volume,44.2,0.0014612153172492,208.5252716064453,0.0645687371492385,9216.8,0.1841666666666666,0.0267273841321863,0.0527385085579264,0.1740106974001149,0.2594819819819819,19
QQQ_ret,shock_interactions,regression,interest_rate_path_shock_score_x_high_vix,6.6,0.0013813915662467,180.7738067626953,0.0090339917689561,1194.8,0.0275,0.0252673118001131,0.0457198347306152,0.0243463211056699,0.0336373873873873,20
QQQ_ret,shock_interactions,regression,growth_concern_shock_score_minus_rolling_mean,10.6,0.0013132337247952,201.3818145751953,0.0140389638021588,2126.4,0.0441666666666666,0.0240206229729503,0.0509318437499947,0.0378345618924256,0.0598648648648648,21
QQQ_ret,shock_interactions,regression,interest_rate_path_dovish_score,0.6,0.0011734501342289,101.2,0.0011734501342289,101.2,0.0025,0.0214638131199872,0.0255946774457872,0.0031624108699768,0.002849099099099,22
QQQ_ret,shock_interactions,regression,T10Y2Y,8.2,0.0010218442883342,48.642207336425784,0.0083480319939553,399.4,0.0341666666666666,0.018690760009964,0.0123021897927561,0.0224976812823382,0.0112443693693693,23
QQQ_ret,shock_interactions,regression,growth_concern_shock_score_x_case_similarity,8.8,0.0009647778817452,87.81825408935546,0.0086101003922522,764.0,0.0366666666666666,0.0176469468552956,0.0222102755659016,0.0232039472984872,0.021509009009009,24
QQQ_ret,shock_interactions,regression,DX-Y.NYB,17.0,0.0007876863586716,181.7473175048828,0.0134072516113519,3088.2,0.0708333333333333,0.0144077300828814,0.0459660471163494,0.0361321175868418,0.0869425675675675,25
QQQ_ret,shock_interactions,regression,interest_rate_path_shock_score_x_case_similarity,3.4,0.0007851547328755,171.45,0.0026449385564774,583.0,0.0141666666666666,0.0143614236047513,0.0433617336766821,0.0071280254673297,0.0164132882882882,26
QQQ_ret,shock_interactions,regression,interest_rate_path_shock_score_minus_rolling_mean,10.6,0.0006599264219403,190.7681091308594,0.0069458794780075,2023.0,0.0441666666666666,0.0120708473076929,0.0482475120567894,0.0187189247519531,0.0569538288288288,27
QQQ_ret,shock_interactions,regression,inflation_concern_shock_score_minus_rolling_mean,7.2,0.0006590907112695,104.59166717529295,0.004741087835282,752.6,0.03,0.0120555611552292,0.026452470206213,0.0127770812482487,0.021188063063063,28
QQQ_ret,shock_interactions,regression,inflation_concern_shock_score_x_vix,3.4,0.0006381493585649,66.23999862670898,0.0019167895428836,252.8,0.0141666666666666,0.0116725186485057,0.0167528794353755,0.0051656869849492,0.0071171171171171,29
QQQ_ret,shock_interactions,regression,financial_stability_dovish_score,0.4,0.0004390574642457,44.0,0.0004390574642457,44.0,0.0016666666666666,0.0080308886476014,0.0111281206286031,0.0011832459317817,0.0012387387387387,30
QQQ_ret,shock_interactions,regression,UUP_volume,2.0,0.0003932170016923,183.6,0.0007879788434365,367.2,0.0083333333333333,0.0071924114998488,0.0464346124411714,0.0021235779749883,0.0103378378378378,31
QQQ_ret,shock_interactions,regression,growth_concern_dovish_score,0.4,0.0003390752943232,83.0,0.0003390752943232,83.0,0.0016666666666666,0.0062020946085975,0.020991682094865,0.0009137971569734,0.0023367117117117,32
QQQ_ret,shock_interactions,regression,inflation_concern_shock_score,0.2,0.0003295948263257,5.4,0.0003295948263257,5.4,0.0008333333333333,0.0060286854560033,0.0013657238953285,0.0008882475966016,0.000152027027027,33
QQQ_ret,shock_interactions,regression,PAYEMS,8.2,0.0003267654130468,196.5690490722656,0.0026795631973072,1610.4,0.0341666666666666,0.0059769320869531,0.0497146384074088,0.0072213377754844,0.0453378378378378,34
QQQ_ret,shock_interactions,regression,GLD_volume,0.6,0.0002349106885958,78.0,0.0002349106885958,78.0,0.0025,0.0042967987925809,0.0197271229325237,0.0006330768504086,0.0021959459459459,35
QQQ_ret,shock_interactions,regression,UNRATE,0.2,0.0002135847928002,6.0,0.0002135847928002,6.0,0.0008333333333333,0.0039067225306068,0.0015174709948095,0.0005756042380591,0.0001689189189189,36
QQQ_ret,shock_interactions,regression,inflation_concern_shock_score_x_high_vix,0.2,0.0001326294150203,2.0,0.0001326294150203,2.0,0.0008333333333333,0.0024259513848712,0.0005058236649365,0.0003574320642219,5.630630630630631e-05,37
QQQ_ret,shock_interactions,regression,inflation_concern_shock_score_x_curve,0.2,7.743018213659524e-05,6.2,7.743018213659524e-05,6.2,0.0008333333333333,0.001416291081102,0.0015680533613031,0.0002086718834575,0.0001745495495495,38
QQQ_ret,shock_interactions,regression,^VIX,0.2,6.24867738224566e-05,26.0,6.24867738224566e-05,26.0,0.0008333333333333,0.0011429581851617,0.0065757076441745,0.0001683998723096,0.0007319819819819,39
QQQ_ret,shock_interactions,regression,financial_stability_shock_score_x_case_similarity,0.2,4.6722881961613894e-05,44.4,4.6722881961613894e-05,44.4,0.0008333333333333,0.0008546176591562,0.0112292853615904,0.0001259166840431,0.00125,40
QQQ_ret,shock_interactions,regression,BAA10Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
QQQ_ret,shock_interactions,regression,curve_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
QQQ_ret,shock_interactions,regression,financial_stability_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
QQQ_ret,shock_interactions,regression,financial_stability_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
QQQ_ret,shock_interactions,regression,financial_stability_shock_score_x_curve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
QQQ_ret,shock_interactions,regression,financial_stability_shock_score_x_high_vix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
QQQ_ret,shock_interactions,regression,financial_stability_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
QQQ_ret,shock_interactions,regression,financial_stability_shock_score_x_vix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
QQQ_ret,shock_interactions,regression,financial_stability_strength_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
QQQ_ret,shock_interactions,regression,growth_concern_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
QQQ_ret,shock_interactions,regression,growth_concern_dir_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
QQQ_ret,shock_interactions,regression,growth_concern_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
QQQ_ret,shock_interactions,regression,growth_concern_shock_score_x_curve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
QQQ_ret,shock_interactions,regression,growth_concern_shock_score_x_high_vix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
QQQ_ret,shock_interactions,regression,growth_concern_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
QQQ_ret,shock_interactions,regression,high_vix_regime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
QQQ_ret,shock_interactions,regression,inflation_concern_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
QQQ_ret,shock_interactions,regression,inflation_concern_dir_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
QQQ_ret,shock_interactions,regression,inflation_concern_dovish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
QQQ_ret,shock_interactions,regression,inflation_concern_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
QQQ_ret,shock_interactions,regression,inflation_concern_shock_score_x_case_similarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
QQQ_ret,shock_interactions,regression,inflation_concern_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
QQQ_ret,shock_interactions,regression,interest_rate_path_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
QQQ_ret,shock_interactions,regression,interest_rate_path_dir_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
QQQ_ret,shock_interactions,regression,interest_rate_path_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
QQQ_ret,shock_interactions,regression,interest_rate_path_shock_score_x_curve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
QQQ_ret,shock_interactions,regression,interest_rate_path_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
QQQ_ret,shock_interactions,regression,labor_market_conf_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
QQQ_ret,shock_interactions,regression,labor_market_dir_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
QQQ_ret,shock_interactions,regression,labor_market_dovish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
QQQ_ret,shock_interactions,regression,labor_market_hawkish_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
QQQ_ret,shock_interactions,regression,labor_market_shock_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
QQQ_ret,shock_interactions,regression,labor_market_shock_score_x_case_similarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
QQQ_ret,shock_interactions,regression,labor_market_shock_score_x_inversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
QQQ_ret,shock_interactions,regression,labor_market_strength_num,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
QQQ_ret,shock_main,regression,DGS2,5.8,0.0042154082097113,19.0,0.0244900487363338,110.2,0.0250865051903114,0.1283339516401007,0.0069377013030549,0.0745993419143052,0.0031063254030894,1
QQQ_ret,shock_main,regression,SPY_volume,11.6,0.0030105706769973,98.0480178833008,0.0347545262426137,1141.6,0.0501730103806228,0.0916538594722091,0.0358014663911017,0.1058660525405945,0.0321795016349081,2
QQQ_ret,shock_main,regression,labor_market_strength_num,1.6,0.0027687948662787,19.0,0.0041575126815587,30.4,0.0069204152249134,0.0842932330140128,0.0069377013030549,0.0126642340888656,0.0008569173525763,3
QQQ_ret,shock_main,regression,CPIAUCSL,6.4,0.0020811491645872,60.31428527832031,0.0135923246853053,377.4,0.0276816608996539,0.0633585368146987,0.0220232892404332,0.041403693701311,0.0106381779231029,4
QQQ_ret,shock_main,regression,UNRATE,7.6,0.001981324609369,110.83333282470704,0.0150726720690727,834.6,0.0328719723183391,0.0603194765376047,0.0404699240820997,0.0459129922258896,0.0235257638967189,5
QQQ_ret,shock_main,regression,labor_market_shock_score,0.8,0.0019628584384918,11.4,0.0026269313413649,15.2,0.0034602076124567,0.0597572921506038,0.0041626207818329,0.0080019174902314,0.0004284586762881,6
QQQ_ret,shock_main,regression,DGS10,19.8,0.0017222338356077,127.29177551269532,0.0339092288166284,2515.6,0.0856401384083045,0.052431713081227,0.0464795956232951,0.1032911849942181,0.0709099109256962,7
QQQ_ret,shock_main,regression,growth_concern_shock_score,9.8,0.0015151080442592,203.00884399414065,0.0151554480195045,1993.2,0.0423875432525951,0.0461259723396539,0.0741270906057806,0.0461651367395665,0.0561844627353703,8
QQQ_ret,shock_main,regression,QQQ_volume,47.8,0.0015060650417581,205.8965087890625,0.0719126746058464,9840.4,0.2067474048442906,0.0458506670339927,0.0751814988063341,0.2190537984897778,0.2773818919833126,9
QQQ_ret,shock_main,regression,interest_rate_path_shock_score,14.4,0.0013072254601866,168.93985900878906,0.0188639156520366,2431.4,0.0622837370242214,0.0397971917888788,0.0616870673675367,0.0574615309556774,0.0685364753636261,10
