segment,segment_start,segment_end,asset_target,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
2020_2021,2020-01-01,2021-12-31,QQQ_ret,shock_interactions,18,0.6111111111111112,0.551948051948052,0.021731091220543744,0.036772272813893205,0.7777777777777778,0.04876818147682105,0.0499501628188062,0.024384090738410524,2.2441662492639796
2020_2021,2020-01-01,2021-12-31,QQQ_ret,rag_memory,18,0.7777777777777778,0.7662337662337663,0.016246220250641923,0.02994889223557347,0.7777777777777778,0.050930728830916566,0.052292182344995636,0.025465364415458283,3.1349278813885455
2020_2021,2020-01-01,2021-12-31,QQQ_ret,shock_rag,18,0.7222222222222222,0.6948051948051948,0.01877163517117028,0.0335680364940725,0.8333333333333334,0.051919136778717234,0.05026391904736839,0.025959568389358617,2.765829204823633
2020_2021,2020-01-01,2021-12-31,QQQ_ret,case_model,18,0.4444444444444444,0.36363636363636365,0.022472600149090787,0.03575380811024618,0.7777777777777778,0.06457059740866083,0.06485665051502454,0.03228529870433042,2.873303355209356
2020_2021,2020-01-01,2021-12-31,QQQ_ret,fusion,18,0.8333333333333334,0.8376623376623377,0.01611649607867764,0.03081954246993937,0.8333333333333334,0.04808758081142287,0.04742872280988792,0.024043790405711436,2.983749108780751
2020_2021,2020-01-01,2021-12-31,QQQ_ret,fusion_case,18,0.7777777777777778,0.7142857142857143,0.016389362901458454,0.031015756373232096,0.8333333333333334,0.05041419001979999,0.05200773352487154,0.025207095009899996,3.076031101569771
2020_2021,2020-01-01,2021-12-31,SPY_ret,baseline,18,0.4444444444444444,0.425,0.01702283181017642,0.03202937257604117,0.7777777777777778,0.04397181177545181,0.04221601187412402,0.021985905887725907,2.5831079262126657
2020_2021,2020-01-01,2021-12-31,SPY_ret,shock_main,18,0.4444444444444444,0.4125,0.016801380505125706,0.03039375812776148,0.8333333333333334,0.042891817551323035,0.043154847935359966,0.021445908775661517,2.5528746008840018
2020_2021,2020-01-01,2021-12-31,SPY_ret,shock_interactions,18,0.3888888888888889,0.3875,0.016841136937675295,0.029376914228880127,0.7777777777777778,0.043625594576902765,0.0425275604113638,0.021812797288451383,2.5904186123745587
2020_2021,2020-01-01,2021-12-31,SPY_ret,rag_memory,18,0.6111111111111112,0.5875,0.013327463370772012,0.028075604737428518,0.8888888888888888,0.03994741731254991,0.041358915416237416,0.019973708656274954,2.9973758847581737
2020_2021,2020-01-01,2021-12-31,SPY_ret,shock_rag,18,0.6666666666666666,0.6375,0.013978876846188438,0.026974161696906796,0.8888888888888888,0.03764527917510472,0.03822343560398421,0.01882263958755236,2.693011719705457
2020_2021,2020-01-01,2021-12-31,SPY_ret,case_model,18,0.3888888888888889,0.4125,0.021697357617352465,0.03381851418315121,0.6666666666666666,0.05009178739501279,0.05000642200844154,0.025045893697506396,2.3086584218417396
2020_2021,2020-01-01,2021-12-31,SPY_ret,fusion,18,0.6111111111111112,0.5875,0.016753665796653387,0.028907407442988264,0.8888888888888888,0.04456600903235702,0.046167176278150125,0.02228300451617851,2.660075088835738
2020_2021,2020-01-01,2021-12-31,SPY_ret,fusion_case,18,0.5555555555555556,0.55,0.017290830267378147,0.02921575961022305,0.7777777777777778,0.04507634862227175,0.04787370184753173,0.022538174311135875,2.6069510789956296
2020_2021,2020-01-01,2021-12-31,UUP_ret,baseline,18,0.6111111111111112,0.48461538461538467,0.005408525075776369,0.00911571463740063,0.9444444444444444,0.024653171551431027,0.024677384041715385,0.012326585775715514,4.558206018466537
2020_2021,2020-01-01,2021-12-31,UUP_ret,shock_main,18,0.5555555555555556,0.38461538461538464,0.005447810364351387,0.008077770401240487,0.9444444444444444,0.02333931180808103,0.023287291303718143,0.011669655904040515,4.284163773542033
2020_2021,2020-01-01,2021-12-31,UUP_ret,shock_interactions,18,0.5555555555555556,0.38461538461538464,0.00515409651192338,0.0082795450932307,0.9444444444444444,0.023076966734176182,0.023161526960383497,0.011538483367088091,4.477402912574572
2020_2021,2020-01-01,2021-12-31,UUP_ret,rag_memory,18,0.3888888888888889,0.2692307692307692,0.005898506718773674,0.008963946462760986,0.9444444444444444,0.025391500131199833,0.02559618794161705,0.012695750065599917,4.304733611709582
2020_2021,2020-01-01,2021-12-31,UUP_ret,shock_rag,18,0.5555555555555556,0.38461538461538464,0.005502633584062515,0.008340211350786978,0.9444444444444444,0.025323482846840384,0.025476160065558036,0.012661741423420192,4.6020659853103325
2020_2021,2020-01-01,2021-12-31,UUP_ret,case_model,18,0.6111111111111112,0.48461538461538467,0.00607278119321349,0.009127463407203168,0.9444444444444444,0.025769599374263628,0.026236838054969142,0.012884799687131814,4.243459224755521
2020_2021,2020-01-01,2021-12-31,UUP_ret,fusion,18,0.6111111111111112,0.48461538461538467,0.005017954237354503,0.009325587556167426,0.9444444444444444,0.023633686823086777,0.023606996780170766,0.011816843411543388,4.709825101064813
2020_2021,2020-01-01,2021-12-31,UUP_ret,fusion_case,18,0.6111111111111112,0.4230769230769231,0.005426451700466582,0.009468472674371557,0.9444444444444444,0.02285965485360058,0.023242390371102723,0.01142982742680029,4.212633985415375
2022_2026,2022-01-01,2026-12-31,GLD_ret,baseline,34,0.5588235294117647,0.49642857142857144,0.011670763461846825,0.01466063766805024,0.9117647058823529,0.04816932966961346,0.047522083089127184,0.02408466483480673,4.127350350907632
2022_2026,2022-01-01,2026-12-31,GLD_ret,shock_main,34,0.6176470588235294,0.5464285714285714,0.01013735134705596,0.013286757841532855,0.8823529411764706,0.04784678610729125,0.047522083089127184,0.023923393053645624,4.719850823872912
2022_2026,2022-01-01,2026-12-31,GLD_ret,shock_interactions,34,0.5294117647058824,0.48214285714285715,0.01158797713174374,0.014734090747805115,0.8529411764705882,0.048536209315485544,0.04507425697948853,0.024268104657742772,4.1884971607794235
2022_2026,2022-01-01,2026-12-31,GLD_ret,rag_memory,34,0.5,0.45714285714285713,0.01175856444614802,0.015570023522090155,0.8529411764705882,0.04806853937605008,0.047522083089127184,0.02403426968802504,4.087959852258735
2022_2026,2022-01-01,2026-12-31,GLD_ret,shock_rag,34,0.47058823529411764,0.4214285714285714,0.011206033699278271,0.014604573902280246,0.8235294117647058,0.045131682945153295,0.045138803939469625,0.022565841472576648,4.027444870887727
2022_2026,2022-01-01,2026-12-31,GLD_ret,case_model,34,0.7352941176470589,0.7,0.009332976570172305,0.012803584776613966,0.8529411764705882,0.04147491947930484,0.042228658340303905,0.02073745973965242,4.443911239620644
2022_2026,2022-01-01,2026-12-31,GLD_ret,fusion,34,0.5,0.45714285714285713,0.012160029620110516,0.01573044149262395,0.8235294117647058,0.04746473194041596,0.045950390592887254,0.02373236597020798,3.903340158145485
2022_2026,2022-01-01,2026-12-31,GLD_ret,fusion_case,34,0.5882352941176471,0.5428571428571429,0.011352294575333466,0.014709262965893923,0.8529411764705882,0.045275745256986,0.04484079109844856,0.022637872628493,3.9882461608565207
2022_2026,2022-01-01,2026-12-31,QQQ_ret,baseline,34,0.5294117647058824,0.5034722222222222,0.015338673426486607,0.020540849324173712,0.8823529411764706,0.06700949570306777,0.06359513972736772,0.033504747851533886,4.3686630414437735
2022_2026,2022-01-01,2026-12-31,QQQ_ret,shock_main,34,0.5588235294117647,0.5381944444444444,0.016074065629731713,0.020652688444497903,0.8235294117647058,0.0665185710862905,0.06670680061732531,0.03325928554314525,4.138254292259023
2022_2026,2022-01-01,2026-12-31,QQQ_ret,shock_interactions,34,0.5294117647058824,0.5069444444444444,0.0159590306250548,0.019999861793656048,0.8529411764705882,0.0654620682544535,0.06353513525107732,0.03273103412722675,4.101882488506643
2022_2026,2022-01-01,2026-12-31,QQQ_ret,rag_memory,34,0.5588235294117647,0.5486111111111112,0.014775633497125847,0.019460244615369365,0.8529411764705882,0.05992732668074705,0.05753875655574594,0.029963663340373526,4.055821139066836
2022_2026,2022-01-01,2026-12-31,QQQ_ret,shock_rag,34,0.6176470588235294,0.6041666666666667,0.014288248846904288,0.01855447357996106,0.8823529411764706,0.06678544266585575,0.06746370877764087,0.03339272133292787,4.674151701964903
2022_2026,2022-01-01,2026-12-31,QQQ_ret,case_model,34,0.3235294117647059,0.3159722222222222,0.01478427874879562,0.0200708584281495,0.8529411764705882,0.07484717975237704,0.0754556216467613,0.03742358987618852,5.062619626167042
2022_2026,2022-01-01,2026-12-31,QQQ_ret,fusion,34,0.5588235294117647,0.5451388888888888,0.01616026216536588,0.021146936674678592,0.8235294117647058,0.06632714804061939,0.06347408044471692,0.03316357402030969,4.104336140212469
2022_2026,2022-01-01,2026-12-31,QQQ_ret,fusion_case,34,0.5294117647058824,0.5104166666666667,0.01512879879666067,0.018742059932548343,0.8235294117647058,0.05769502120375406,0.05633652559815001,0.02884751060187703,3.813589035005799
2022_2026,2022-01-01,2026-12-31,SPY_ret,baseline,34,0.47058823529411764,0.47058823529411764,0.011815401885226078,0.016658395811008697,0.8529411764705882,0.055016223285076986,0.057111269873440736,0.027508111642538493,4.656314175302747
2022_2026,2022-01-01,2026-12-31,SPY_ret,shock_main,34,0.47058823529411764,0.47058823529411764,0.01401909822032377,0.01924151445295227,0.8235294117647058,0.06519706355156626,0.07248109003667232,0.03259853177578313,4.6505889699131115
2022_2026,2022-01-01,2026-12-31,SPY_ret,shock_interactions,34,0.5294117647058824,0.5294117647058824,0.011900152327456419,0.016319440445150518,0.8235294117647058,0.053600034580755525,0.054098210072556385,0.026800017290377762,4.504146930715145
2022_2026,2022-01-01,2026-12-31,SPY_ret,rag_memory,34,0.5294117647058824,0.5294117647058824,0.011697884901986836,0.015983777967252016,0.8235294117647058,0.04828857857937994,0.04973225423778837,0.02414428928968997,4.127975183888014
2022_2026,2022-01-01,2026-12-31,SPY_ret,shock_rag,34,0.6176470588235294,0.6176470588235294,0.010636174831735713,0.014410110285907765,0.8235294117647058,0.04714939441631564,0.048833925587557926,0.02357469720815782,4.432927735978306
