asset_target,task,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
QQQ_ret,regression,rag_memory,148,0.5743243243243243,0.5780578898225956,0.0140248318596108,0.0215745059447998,0.8918918918918919,0.0797867878909177,0.0611487191019157,0.0398933939454588,5.6889657351750795
QQQ_ret,regression,shock_rag,148,0.5135135135135135,0.5107376283846872,0.0159788666378884,0.0223915302002588,0.9121621621621622,0.0814228313986407,0.0608902065847674,0.0407114156993203,5.095657485842841
QQQ_ret,regression,case_model,148,0.4189189189189189,0.3996265172735761,0.0134337723610163,0.020323200663934,0.8986486486486487,0.0716071430122966,0.0631578772004343,0.0358035715061483,5.3303823444332235
QQQ_ret,regression,fusion,148,0.5067567567567568,0.5089635854341736,0.0178503620991147,0.0255780968548139,0.8851351351351351,0.0901740772367748,0.0790592029523686,0.0450870386183874,5.051666556458637
QQQ_ret,regression,fusion_case,148,0.5067567567567568,0.5048552754435107,0.0165714149601999,0.0241138411074172,0.9054054054054054,0.0861130941114205,0.0800990169214632,0.0430565470557102,5.196484085290293
SPY_ret,regression,baseline,148,0.5540540540540541,0.554945054945055,0.0111728866586143,0.0176175075189885,0.8918918918918919,0.0578650935043819,0.0480221922472269,0.0289325467521909,5.17906385989941
SPY_ret,regression,shock_main,148,0.4864864864864865,0.4908424908424908,0.0121089375686008,0.0176671140745739,0.9054054054054054,0.061040806713147,0.0486965219696666,0.0305204033565735,5.0409712963942495
SPY_ret,regression,shock_interactions,148,0.4864864864864865,0.4893772893772893,0.0130658973292525,0.0188248599713118,0.9054054054054054,0.0623409416502673,0.0507542933511652,0.0311704708251336,4.771271354681125
SPY_ret,regression,rag_memory,148,0.581081081081081,0.5842490842490843,0.0112155555411373,0.0180954625603575,0.8918918918918919,0.0622139259107618,0.0485470340396085,0.0311069629553809,5.54711050046234
SPY_ret,regression,shock_rag,148,0.5675675675675675,0.5721611721611721,0.0122754101621225,0.0177484427229765,0.8986486486486487,0.0602594596170934,0.0523258411044594,0.0301297298085467,4.908956916407755
SPY_ret,regression,case_model,148,0.4256756756756756,0.4199633699633699,0.0116331351065113,0.017757376920215,0.9121621621621622,0.0597687806607549,0.0504465275472083,0.0298843903303774,5.13780508122017
SPY_ret,regression,fusion,148,0.5540540540540541,0.5564102564102564,0.0129818943631639,0.0188838555915755,0.8851351351351351,0.0611608908385918,0.0498356557547195,0.0305804454192959,4.711245456759786
SPY_ret,regression,fusion_case,148,0.5135135135135135,0.5128205128205128,0.0122442747296709,0.0180642510191934,0.9054054054054054,0.0596173591380018,0.0524495492044788,0.0298086795690009,4.868998814077069
UUP_ret,regression,baseline,107,0.4953271028037383,0.4985744832501781,0.0055161485773755,0.0073468923927314,0.9532710280373832,0.0267290782856902,0.0232009732129207,0.0133645391428451,4.845605210004574
UUP_ret,regression,shock_main,107,0.5233644859813084,0.5231646471846044,0.0063478254185433,0.0078163826052766,0.9439252336448598,0.028166015806621,0.0249573557600372,0.0140830079033105,4.437112546344145
UUP_ret,regression,shock_interactions,107,0.5233644859813084,0.5231646471846044,0.0064713249120566,0.0083687803685115,0.9252336448598132,0.0304893274822023,0.0274735308101425,0.0152446637411011,4.711450575661544
UUP_ret,regression,rag_memory,107,0.4953271028037383,0.4959016393442623,0.0058965476298896,0.0077551575830189,0.9345794392523364,0.026244445936677,0.0229568573664599,0.0131222229683385,4.450815559200079
UUP_ret,regression,shock_rag,107,0.5046728971962616,0.4987526728439059,0.0067758921268857,0.0083550869096564,0.9252336448598132,0.0322478770571523,0.0322016224414467,0.0161239385285761,4.7592075631189
UUP_ret,regression,case_model,107,0.514018691588785,0.48823948681397,0.0055622920099354,0.0071346929982869,0.9345794392523364,0.0256542193717889,0.0239841120785313,0.0128271096858944,4.612166949517379
UUP_ret,regression,fusion,107,0.4953271028037383,0.4905559515324305,0.0068916240579902,0.0088305768205099,0.9065420560747663,0.0342675343015914,0.0329076934518712,0.0171337671507957,4.972345272064176
UUP_ret,regression,fusion_case,107,0.4859813084112149,0.4716678545972915,0.0061700856121438,0.0079364756673307,0.9345794392523364,0.0295880732114516,0.0273701042566078,0.0147940366057258,4.795407239279942
