segment,segment_start,segment_end,asset_target,task,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
2020_2021,2020-01-01,2021-12-31,QQQ_ret,regression,fusion,18,0.5555555555555556,0.5584415584415584,0.0254126527025478,0.0385745059917473,0.7777777777777778,0.0651289533979373,0.065485517688156,0.0325644766989686,2.5628553681610597
2020_2021,2020-01-01,2021-12-31,QQQ_ret,regression,fusion_case,18,0.5555555555555556,0.5584415584415584,0.0221862151562128,0.0369342694307344,0.8333333333333334,0.0630125042541042,0.0649942800224343,0.0315062521270521,2.8401646612743128
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,baseline,18,0.4444444444444444,0.4,0.0185090975456376,0.032746861410023,0.6666666666666666,0.0386020095972036,0.0391582871142355,0.0193010047986018,2.085569515316633
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,shock_main,18,0.6111111111111112,0.5625,0.0178869390912388,0.0296830030231309,0.8333333333333334,0.044798776687118,0.0454037011152415,0.022399388343559,2.5045524255774296
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,shock_interactions,18,0.6111111111111112,0.5875,0.0202327883201924,0.0323964041056794,0.7777777777777778,0.0458251844329935,0.0459324311701686,0.0229125922164967,2.2648971415995978
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,rag_memory,18,0.5555555555555556,0.5125,0.0163430927647789,0.0314754754938763,0.8888888888888888,0.038717590440198,0.0378890270476322,0.019358795220099,2.369049175541513
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,shock_rag,18,0.6111111111111112,0.5625,0.0187620486243437,0.0296104434312289,0.8333333333333334,0.045951304446969,0.0473642883284949,0.0229756522234845,2.449162421812899
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,case_model,18,0.3888888888888889,0.4125,0.0216973576173524,0.0338185141831512,0.6666666666666666,0.0500917873950127,0.0500064220084415,0.0250458936975063,2.3086584218417396
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,fusion,18,0.6666666666666666,0.6375,0.0193010418672142,0.0323318963199231,0.7777777777777778,0.0463057875579458,0.046332860949495,0.0231528937789729,2.3991340921654207
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,fusion_case,18,0.6111111111111112,0.6,0.0189679687188556,0.0324827709297103,0.8333333333333334,0.0470554685874387,0.0481431595225283,0.0235277342937193,2.4807858598302093
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,baseline,18,0.4444444444444444,0.4923076923076923,0.0059875431381542,0.0087164501785216,0.9444444444444444,0.024897397158646,0.0253956706169734,0.012448698579323,4.158199211959414
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,shock_main,18,0.4444444444444444,0.3692307692307692,0.0066174001207301,0.0082351230634594,0.9444444444444444,0.0259147333849808,0.0257166281711175,0.0129573666924904,3.9161502874517735
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,shock_interactions,18,0.4444444444444444,0.4923076923076923,0.0072673215480458,0.0097000087722036,0.9444444444444444,0.0281799864438214,0.0283224459490508,0.0140899932219107,3.877630328796879
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,rag_memory,18,0.4444444444444444,0.5538461538461539,0.0061298694388008,0.0089153966610185,0.9444444444444444,0.0230519248815317,0.0229568573664599,0.0115259624407658,3.7605898643807376
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,shock_rag,18,0.5555555555555556,0.6307692307692307,0.0064858839646263,0.0084370567077843,0.9444444444444444,0.0328700390213555,0.0328862866761629,0.0164350195106777,5.067935103468822
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,case_model,18,0.6111111111111112,0.4846153846153846,0.0060727811932134,0.0091274634072031,0.9444444444444444,0.0257695993742636,0.0262368380549691,0.0128847996871318,4.243459224755521
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,fusion,18,0.3888888888888889,0.4538461538461538,0.0077577538068378,0.0100611295590317,0.9444444444444444,0.0336095820820454,0.033460511459034,0.0168047910410227,4.332385754807203
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,fusion_case,18,0.3888888888888889,0.3923076923076923,0.0070924301333771,0.0095608031549494,0.9444444444444444,0.0289887992698583,0.0292213228660195,0.0144943996349291,4.087287252000775
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,baseline,34,0.5882352941176471,0.5107142857142857,0.0105175609968433,0.0133243627833988,0.9117647058823528,0.0477996669353547,0.0477773838636237,0.0238998334676773,4.5447482500648855
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,shock_main,34,0.5588235294117647,0.4964285714285714,0.0108419397801122,0.0135483129389781,0.9117647058823528,0.0529129220270379,0.0503837830704823,0.0264564610135189,4.880392540465699
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,shock_interactions,34,0.3529411764705882,0.3107142857142857,0.0129166837535816,0.015289370497245,0.8823529411764706,0.0493862816855388,0.0475220830891271,0.0246931408427694,3.823449008097339
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,rag_memory,34,0.6176470588235294,0.5357142857142857,0.0110364012944554,0.0142512330938272,0.8823529411764706,0.0484388313057029,0.0489332419422993,0.0242194156528514,4.389005982415465
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,shock_rag,34,0.5588235294117647,0.4857142857142857,0.0119134834675689,0.0153172766454873,0.9117647058823528,0.0555255941271951,0.0558031198068241,0.0277627970635975,4.660735399377331
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,case_model,34,0.7352941176470589,0.7,0.0093329765701723,0.0128035847766139,0.8529411764705882,0.0414749194793048,0.0422286583403039,0.0207374597396524,4.443911239620644
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,fusion,34,0.4411764705882353,0.4071428571428571,0.0134013301657386,0.0166078594378941,0.8823529411764706,0.0556856176437438,0.0569939549876649,0.0278428088218719,4.1552306342028436
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,fusion_case,34,0.4705882352941176,0.4321428571428571,0.0122791040515767,0.0149758686116687,0.8529411764705882,0.0547700144898821,0.0524894983291358,0.027385007244941,4.460424332249968
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,baseline,34,0.4411764705882353,0.4270833333333333,0.015772720035163,0.0201207599602554,0.7941176470588235,0.0584978366534894,0.0590742020131434,0.0292489183267447,3.708798262004063
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,shock_main,34,0.5294117647058824,0.5243055555555556,0.0155075749250809,0.0202006873757907,0.8823529411764706,0.0609457869570472,0.060570335786067,0.0304728934785236,3.9300656131912417
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,shock_interactions,34,0.5294117647058824,0.5277777777777778,0.0159343369908405,0.0220236795450904,0.8823529411764706,0.0646397996255905,0.0623166796309074,0.0323198998127952,4.0566356581229055
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,rag_memory,34,0.6176470588235294,0.6180555555555556,0.0136954201428062,0.0184620450068246,0.8529411764705882,0.0588956783774032,0.060570335786067,0.0294478391887016,4.3003922306347855
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,shock_rag,34,0.5882352941176471,0.5868055555555556,0.0146922382322852,0.0200448224661444,0.8823529411764706,0.0559908015285806,0.0537173806697374,0.0279954007642903,3.8109102672691697
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,case_model,34,0.3235294117647059,0.3159722222222222,0.0147842787487956,0.0200708584281495,0.8529411764705882,0.074847179752377,0.0754556216467613,0.0374235898761885,5.062619626167042
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,fusion,34,0.6176470588235294,0.6180555555555556,0.0174965611815634,0.0243998006007788,0.8823529411764706,0.0791900058158202,0.0790592029523686,0.0395950029079101,4.526032572575734
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,fusion_case,34,0.6176470588235294,0.6145833333333333,0.0159160687135798,0.0215839276303539,0.9117647058823528,0.0769718702096733,0.0800990169214632,0.0384859351048366,4.836110700125325
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,baseline,34,0.4411764705882353,0.4411764705882353,0.0114641351802593,0.0147023518849921,0.8529411764705882,0.0481184756288767,0.0480221922472269,0.0240592378144383,4.197305324149912
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,shock_main,34,0.4705882352941176,0.4705882352941176,0.0109008990050809,0.0143095633019832,0.8529411764705882,0.0465816487678417,0.0473948057414252,0.0232908243839208,4.273193316086127
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,shock_interactions,34,0.5,0.5,0.0118796224978578,0.0158759332158895,0.8823529411764706,0.0502086529467204,0.0507542933511652,0.0251043264733602,4.2264518890035605
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,rag_memory,34,0.5294117647058824,0.5294117647058824,0.0107531345231907,0.0143044107944532,0.8235294117647058,0.0459940824893302,0.0482732010203681,0.0229970412446651,4.277272119132982
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,shock_rag,34,0.5882352941176471,0.5882352941176471,0.0109530934736363,0.0149215973666132,0.8529411764705882,0.0498442305504639,0.0491213904655716,0.0249221152752319,4.550698911721777
